id,real_monthly_payment,monthly_difference,difference_surplus,class,total_credits,delinquency_accounts,current_accounts,current_accounts_percentage,delinquency_accounts_percentage,worst_delinquency,worst_delinquency_past_due_balance,credit_limit,maximum_number_of_credit_payments
663,15093,-270582,-285675,1,13,2,11,84.61538462,15.38461538,1,3544,50000,48
664,47093,182226,135133,0,11,3,8,72.72727273,27.27272727,22,6044,140563,360
665,17594,-1074480,-1092074,1,30,2,28,93.33333333,6.666666667,1,2867,204510,72
666,23317,131677,108360,0,13,3,10,76.92307692,23.07692308,13,27305,162887,360
667,240779,103624,-137155,0,8,2,6,75,25,13,38282,25178,59.5
668,10788,-29544,-40332,0,6,1,5,83.33333333,16.66666667,13,7032,13146,4
669,174936,-349296,-524232,1,16,0,16,100,0,0,0,55000,900
670,1359,74664,73305,0,6,0,6,100,0,0,0,20000,1
671,4205,1117290,1113085,0,10,2,8,80,20,13,2637,15000,18
672,22558,10547253,10524695,1,81,9,72,88.88888889,11.11111111,6,2557,90000,96
673,128152,-82852,-211004,0,22,13,9,40.90909091,59.09090909,84,29669,4000,26
674,179051,-4726,-183777,0,17,10,7,41.17647059,58.82352941,84,38288,17006,264
675,11323,93660,82337,1,6,0,6,100,0,0,0,489289,360
676,15185,21940,6755,0,4,3,1,25,75,13,11937,1600,1
677,12880,-2400,-15280,0,15,3,12,80,20,13,5567,91911,12
678,23452,19168,-4284,0,16,2,14,87.5,12.5,3,1030,9000,16
679,28658,6112,-22546,0,16,7,9,56.25,43.75,13,18778,300838,360
680,3264,11781,8517,1,17,0,17,100,0,0,0,9200,1
681,1933,-30394,-32327,1,2,0,2,100,0,0,0,18000,0
682,1480,-8712676,-8714156,1,7,0,7,100,0,0,0,487500,0
683,9791,363488,353697,1,16,1,15,93.75,6.25,1,812,50000,24
684,25310,644644,619334,1,22,2,20,90.90909091,9.090909091,6,4960,58000,240
685,13259,284344,271085,1,8,0,8,100,0,0,0,113063,48
686,71364,-15378,-86742,1,3,0,3,100,0,0,0,12800,2.5
687,12935,-1899990,-1912925,0,45,16,29,64.44444444,35.55555556,75,4580,103500,60
688,607196,-46980,-654176,0,12,11,1,8.333333333,91.66666667,13,344106,436695,360
689,16940,48930,31990,1,6,0,6,100,0,0,0,20500,18
690,14375,-4884836,-4899211,1,22,2,20,90.90909091,9.090909091,13,3317,365355,72
691,16614,68874,52260,0,6,2,4,66.66666667,33.33333333,12,2413,32000,120
692,9788,-464954,-474742,1,14,2,12,85.71428571,14.28571429,1,439,20000,26
693,2310,33129,30819,1,9,0,9,100,0,0,0,35000,24
694,1109,409032,407923,1,9,0,9,100,0,0,0,20000,24
695,14423,51583,37160,0,7,0,7,100,0,0,0,50000,1
696,2508,-9288,-11796,0,6,0,6,100,0,0,0,48700,90
697,3696,66052,62356,0,7,6,1,14.28571429,85.71428571,6,4177,10200,19.5
698,5827,-19400,-25227,1,10,1,9,90,10,1,110,20000,144
699,8765,-1141,-9906,1,7,0,7,100,0,0,0,161353,360
700,16198,-288264,-304462,0,6,3,3,50,50,29,6000,4197,172
701,6792,457245,450453,1,9,0,9,100,0,0,0,218848,48
702,7831,-60516,-68347,1,9,1,8,88.88888889,11.11111111,2,3579,164300,120
703,92235,12084,-80151,0,6,3,3,50,50,84,30734,37251,26
704,36166,57675,21509,0,5,2,3,60,40,13,28061,7973,1
705,39627,-9477,-49104,0,9,1,8,88.88888889,11.11111111,13,7851,57000,48
706,6600.666667,-65232,-71832.66667,1,12,2,10,83.33333333,16.66666667,1,940,27000,12
707,3852,189840,185988,1,7,0,7,100,0,0,0,220393,360
708,33765,139477,105712,0,13,9,4,30.76923077,69.23076923,13,17334,21609,18
709,11247,135930,124683,1,10,2,8,80,20,13,10427,26999,12
710,53483,-73000,-126483,0,20,13,7,35,65,20,19970,356413,360
711,38582,3078852,3040270,1,28,0,28,100,0,0,0,56276,60
712,13728,-148776,-162504,0,24,9,15,62.5,37.5,13,1923,40076,19
713,7819,114240,106421,1,34,3,31,91.17647059,8.823529412,14,1966,206572,360
714,596683,617526,20843,0,26,22,4,15.38461538,84.61538462,84,122500,14406,26
715,77764,34477760,34399996,0,32,12,20,62.5,37.5,13,12761,19500,18
716,42650,1827180,1784530,0,15,5,10,66.66666667,33.33333333,48,3866,279000,240
717,14076,-370544,-384620,1,8,0,8,100,0,0,0,172000,18
718,26586,-133068,-159654,1,6,2,4,66.66666667,33.33333333,6,544,200000,8
719,56780,56682528,56625748,1,24,0,24,100,0,0,0,365000,240
720,16084,-3474,-19558,0,1,0,1,100,0,0,0,1200,0
721,53045,4317123,4264078,1,37,0,37,100,0,0,0,600000,60
722,46862,-757008,-803870,1,21,2,19,90.47619048,9.523809524,1,2504,243263,48
723,8504,94830,86326,0,10,0,10,100,0,0,0,206298,360
724,0,4487548,4487548,0,13,3,10,76.92307692,23.07692308,1,574,30000,9
725,8943,6480,-2463,0,5,0,5,100,0,0,0,0,60
726,83250,-943891,-1027141,1,17,1,16,94.11764706,5.882352941,13,29392,383825,72
727,180913,141100,-39813,0,85,21,64,75.29411765,24.70588235,84,39266,45071,24
728,0,111408,111408,1,16,0,16,100,0,0,0,6000,0
729,13452,26652,13200,0,12,4,8,66.66666667,33.33333333,13,11452,11500,18
730,5457,69860,64403,1,4,0,4,100,0,0,0,56628,1
731,2815,-31704,-34519,1,3,0,3,100,0,0,0,282813,360
732,18291,167958,149667,0,31,1,30,96.77419355,3.225806452,57,14697,14697,24
733,9438,2156,-7282,1,7,1,6,85.71428571,14.28571429,1,1296,40000,1
734,60397,12892,-47505,0,4,2,2,50,50,13,46483,11346,35
735,821,-45615,-46436,0,15,8,7,46.66666667,53.33333333,11,5788,30004,25
736,29213,-126632,-155845,1,22,1,21,95.45454545,4.545454545,13,24134,208841,360
737,19752.75,-1190430,-1210182.75,1,45,5,40,88.88888889,11.11111111,13,12201,171372,60
738,635,-47080,-47715,0,4,2,2,50,50,13,20243,88628,360
739,14895,-38010,-52905,0,14,3,11,78.57142857,21.42857143,1,2719,9000,13
740,6135,-211872,-218007,0,12,6,6,50,50,84,631211,213394,12
741,25368,2966922,2941554,0,6,0,6,100,0,0,0,65000,48
743,66524,780,-65744,0,3,3,0,0,100,84,13840,0,20
744,17002,43923,26921,1,3,0,3,100,0,0,0,4500,1
745,0,-1048,-1048,1,1,0,1,100,0,0,0,9000,0
746,12152,27860,15708,0,2,1,1,50,50,71,12152,30000,0
747,0,12793473,12793473,1,7,3,4,57.14285714,42.85714286,13,17207,30100,0
748,3960,53868,49908,1,6,1,5,83.33333333,16.66666667,14,4642,103274,900
749,42254,-329373,-371627,0,9,2,7,77.77777778,22.22222222,13,3183,19719,1
750,242037,-11238696,-11480733,1,42,6,36,85.71428571,14.28571429,13,28412,729847,360
751,23514,-769570,-793084,1,10,0,10,100,0,0,0,348157,48
752,3268,-236898,-240166,1,6,0,6,100,0,0,0,102320,48
753,21155,343359,322204,1,27,9,18,66.66666667,33.33333333,13,9430,358120,48
754,901,-192404,-193305,1,2,0,2,100,0,0,0,177966,360
755,38223,-311168,-349391,0,22,9,13,59.09090909,40.90909091,13,13593,15906,60
756,31335,-462903,-494238,0,21,5,16,76.19047619,23.80952381,2,940,20000,25
757,6101,3236,-2865,0,1,0,1,100,0,0,0,0,0
758,8985,120060,111075,0,9,2,7,77.77777778,22.22222222,6,37879,16100,18
759,260968,-33072,-294040,0,24,16,8,33.33333333,66.66666667,35,59005,13037,19.5
760,70099,-2641579,-2711678,1,17,1,16,94.11764706,5.882352941,4,5443,500000,120
761,15715,398220,382505,0,10,1,9,90,10,13,3720,53000,1
762,0,-17102,-17102,1,2,0,2,100,0,0,0,50000,1
763,14089,-1080460,-1094549,1,10,1,9,90,10,2,2855,1315000,288
764,72415,-6389994,-6462409,1,26,0,26,100,0,0,0,243945,59
765,30970,8352,-22618,0,18,6,12,66.66666667,33.33333333,19,9967,50000,120
766,6113,-104559,-110672,1,7,0,7,100,0,0,0,177710,36
767,29974,-3400020,-3429994,1,30,1,29,96.66666667,3.333333333,6,4354,878773,60
768,0,28455,28455,0,3,0,3,100,0,0,0,100,5
769,41612,614817,573205,1,27,3,24,88.88888889,11.11111111,13,1504,742209,72
770,192456,83096,-109360,0,17,2,15,88.23529412,11.76470588,13,63476,48000,71
771,0,186081,186081,1,7,1,6,85.71428571,14.28571429,9,4224,0,13
772,2219,30216,27997,1,6,1,5,83.33333333,16.66666667,6,1699,244999,360
773,42239,-111510,-153749,1,9,3,6,66.66666667,33.33333333,1,2898,52600,24
774,17857,43908,26051,1,6,0,6,100,0,0,0,20000,0
775,23925,-900450,-924375,0,54,25,29,53.7037037,46.2962963,22,20432,241465,60
776,142765,-129657,-272422,1,11,0,11,100,0,0,0,219300,120
777,908,-31801,-32709,1,7,0,7,100,0,0,0,38300,1
778,28104,68060,39956,0,10,3,7,70,30,13,4972,8000,4
779,81452,-656936,-738388,0,28,13,15,53.57142857,46.42857143,13,11487,212999,360
780,550,-75540,-76090,1,2,0,2,100,0,0,0,1053,0
781,16966,96992,80026,1,16,10,6,37.5,62.5,19,8016,521751,360
782,1030,-30393,-31423,1,3,0,3,100,0,0,0,15200,0
783,179098,208776,29678,0,8,2,6,75,25,44,7723,15764,36
784,17227,31969,14742,0,7,4,3,42.85714286,57.14285714,73,10208,3959,13
785,2266,-16776,-19042,1,36,0,36,100,0,0,0,99000,90
786,48605,-233166016,-233214621,1,34,3,31,91.17647059,8.823529412,13,34262,329520,60
787,60660,-140040,-200700,0,9,4,5,55.55555556,44.44444444,35,21106,200680,360
788,6178,-41928,-48106,1,6,0,6,100,0,0,0,200168,36
789,3241,13056,9815,0,4,2,2,50,50,3,1660,10000,4
790,44246,4923756,4879510,0,36,8,28,77.77777778,22.22222222,84,6252,15074,12
791,16136,236565,220429,1,15,0,15,100,0,0,0,42000,0
792,32122,48656,16534,0,16,13,3,18.75,81.25,2,7378,60000,36
793,1044,671738,670694,1,23,6,17,73.91304348,26.08695652,8,2100,10200,19.5
794,28741,93051,64310,0,7,1,6,85.71428571,14.28571429,13,1315,21609,1
795,26151,83223,57072,0,9,2,7,77.77777778,22.22222222,13,1366,20000,36
796,17985,50100,32115,1,12,0,12,100,0,0,0,399757,360
797,48867,2958606,2909739,1,27,3,24,88.88888889,11.11111111,1,4395,240073,60
798,37081,67851,30770,0,9,5,4,44.44444444,55.55555556,3,1548,7203,1
799,458499,-2353736,-2812235,0,28,5,23,82.14285714,17.85714286,13,222166,1249249,360
800,86804,13455,-73349,0,5,2,3,60,40,13,177588,82367,36
801,7331,-445711,-453042,1,41,2,39,95.12195122,4.87804878,6,90143,228100,90
802,10160,59992,49832,0,4,1,3,75,25,11,5093,9000,12
803,8189,-17556,-25745,1,7,0,7,100,0,0,0,50000,47.5
804,1791,-116144,-117935,1,17,11,6,35.29411765,64.70588235,4,746,172427,360
805,2350,-11052,-13402,1,3,0,3,100,0,0,0,24900,1
806,11448,-58816,-70264,0,8,3,5,62.5,37.5,5,9848,2174,1
807,653,29331,28678,1,9,1,8,88.88888889,11.11111111,13,6593,11478,12
808,3504,-65511,-69015,1,9,0,9,100,0,0,0,24400,84
809,8368,-146091,-154459,1,11,0,11,100,0,0,0,102800,48
810,48115,-77460,-125575,1,15,1,14,93.33333333,6.666666667,1,2638,30898,36
811,224960,-14443,-239403,0,11,7,4,36.36363636,63.63636364,13,6091,500233,360
812,3238,27036,23798,1,9,1,8,88.88888889,11.11111111,4,1631,16038,0
813,646549,24366,-622183,0,6,4,2,33.33333333,66.66666667,13,321976,321976,1
814,11493,-4480,-15973,0,4,0,4,100,0,0,0,20000,0
815,108794,-623064,-731858,0,24,7,17,70.83333333,29.16666667,13,18263,260000,72
816,20237,-1590699,-1610936,1,19,0,19,100,0,0,0,876809,120
817,56545,-178118,-234663,1,29,0,29,100,0,0,0,151945,59.5
818,29832,24234,-5598,0,42,25,17,40.47619048,59.52380952,84,12870,7203,25
819,72451,-7356,-79807,0,12,6,6,50,50,13,12588,52200,120
820,16045,155424,139379,1,32,1,31,96.875,3.125,13,52,224258,60
821,6505,2353968,2347463,1,4,0,4,100,0,0,0,0,60
822,66,13617,13551,1,3,0,3,100,0,0,0,10000,4
823,25110,-270675,-295785,0,45,16,29,64.44444444,35.55555556,16,6635,15000,54
824,61505,926128,864623,1,14,4,10,71.42857143,28.57142857,6,43611,1663253,240
825,15129,-206312,-221441,1,17,0,17,100,0,0,0,153480,48
826,72976,-8020,-80996,0,10,2,8,80,20,8,70247,15000,24
827,14504,213975,199471,1,25,3,22,88,12,5,1200,78500,300
828,63595,-742000,-805595,1,16,0,16,100,0,0,0,250000,240
829,2234,-185119,-187353,1,11,0,11,100,0,0,0,11000,30
830,210,5325678,5325468,1,18,2,16,88.88888889,11.11111111,2,2541,50000,1000
831,0,350,350,1,1,0,1,100,0,0,0,872,0
832,22780,-5632560,-5655340,1,45,10,35,77.77777778,22.22222222,6,2200,700000,72
833,20331,-1878156,-1898487,1,12,1,11,91.66666667,8.333333333,1,1142,123843,240
834,17323,-5299,-22622,1,7,1,6,85.71428571,14.28571429,65,90827,103657,36
835,19120,-67677,-86797,0,17,3,14,82.35294118,17.64705882,13,26422,359998,360
836,3382,-12664,-16046,0,4,0,4,100,0,0,0,20000,0
837,27521,-358796,-386317,0,19,6,13,68.42105263,31.57894737,13,19065,27900,36
838,1806,90105,88299,1,5,3,2,40,60,1,2898,415692,1000
839,2814,416,-2398,1,8,0,8,100,0,0,0,42900,59
840,31177,1966713,1935536,1,17,2,15,88.23529412,11.76470588,2,2550,23000,2
841,36754,-4870,-41624,0,5,1,4,80,20,84,18174,5000,1
842,3418,83856,80438,0,4,3,1,25,75,7,2696,2000,12.5
843,29459,27320,-2139,0,20,6,14,70,30,13,7927,11046,18
844,12950,173428,160478,0,4,1,3,75,25,5,7925,10000,1
845,0,346970,346970,1,1,1,0,0,100,1,56,1000,0
846,16954,-867738,-884692,0,29,11,18,62.06896552,37.93103448,13,8780,40076,12
847,0,179046,179046,1,7,2,5,71.42857143,28.57142857,4,584,15000,24
848,14595.5,-224464,-239059.5,0,4,1,3,75,25,13,14402,14402,0
849,16347,-660352,-676699,1,22,8,14,63.63636364,36.36363636,6,771,434515,900
850,16438,-98586,-115024,0,6,3,3,50,50,6,11300,14462,24
851,33060,-70196,-103256,0,28,2,26,92.85714286,7.142857143,1,6236,4000,24
852,3594,-29359,-32953,1,11,3,8,72.72727273,27.27272727,21,2064,61392,72
853,18993,2245012,2226019,1,44,6,38,86.36363636,13.63636364,19,8991,120000,95
854,1384,-24434,-25818,1,2,1,1,50,50,1,1,2200,12
855,0,5855224,5855224,1,4,1,3,75,25,5,2913,12000,12
856,18327,-186032,-204359,1,7,1,6,85.71428571,14.28571429,13,3554,261111,360
857,2492,-32340,-34832,1,12,0,12,100,0,0,0,30000,7
858,14581,43274,28693,1,11,0,11,100,0,0,0,72000,240
859,32034,-107330460,-107362494,1,20,0,20,100,0,0,0,297100,144
860,46286,-21726,-68012,0,3,2,1,33.33333333,66.66666667,13,33281,33281,1
861,15428,-4989670,-5005098,1,14,0,14,100,0,0,0,3269355,1000
862,3437,-50925,-54362,1,5,0,5,100,0,0,0,81856,240
863,37930,76014,38084,0,6,1,5,83.33333333,16.66666667,13,27473,1000,1
864,39463,2849,-36614,0,7,3,4,57.14285714,42.85714286,13,3704,14406,12
865,0,-260529,-260529,1,1,1,0,0,100,2,738,7800,0
866,162010,18630,-143380,0,23,14,9,39.13043478,60.86956522,84,36879,10441,47.5
867,14584,-302813,-317397,0,7,2,5,71.42857143,28.57142857,13,13804,120083,360
868,8451,1975090,1966639,1,26,0,26,100,0,0,0,423973,360
869,226287,332291,106004,1,19,1,18,94.73684211,5.263157895,2,7448,300704,360
870,39730,-27118,-66848,1,14,2,12,85.71428571,14.28571429,16,8893,336749,360
871,17205,-88995,-106200,1,17,3,14,82.35294118,17.64705882,13,1823,40428,36
872,75824,-449360,-525184,1,20,1,19,95,5,1,1250,629800,72
873,17367,90768,73401,0,4,2,2,50,50,13,144179,253227,360
874,51288.5,47941404,47890115.5,1,49,22,27,55.10204082,44.89795918,6,8996,500000,120
875,1922,-1066230,-1068152,1,11,1,10,90.90909091,9.090909091,1,349,251933,48
876,588457,-227076,-815533,0,12,4,8,66.66666667,33.33333333,84,221536,412000,360
877,13459,-143352,-156811,0,8,0,8,100,0,0,0,165600,60
878,86510,532992,446482,1,8,0,8,100,0,0,0,166352,300
879,5198,5402229,5397031,0,7,6,1,14.28571429,85.71428571,13,2200,105600,48
880,20945,-598104,-619049,1,18,1,17,94.44444444,5.555555556,1,88,20000,241
881,0,10388,10388,1,14,0,14,100,0,0,0,245568,36
882,3391,-47900,-51291,1,5,0,5,100,0,0,0,34000,0
883,11247,-1300,-12547,0,2,2,0,0,100,13,6662,17217,12
884,30162,211632,181470,0,12,5,7,58.33333333,41.66666667,13,9609,1197,24
885,60125,-3042,-63167,0,6,3,3,50,50,18,57487,185664,360
886,0,-2490,-2490,1,3,1,2,66.66666667,33.33333333,1,1589,10500,11
887,21711,506110,484399,0,11,2,9,81.81818182,18.18181818,3,5624,30000,24
888,14064,-218076,-232140,1,6,2,4,66.66666667,33.33333333,11,2516,41913,36
889,79140,229419,150279,1,9,0,9,100,0,0,0,36028,36
890,34376,1510528,1476152,1,32,18,14,43.75,56.25,13,19245,132000,45
891,0,-16884,-16884,0,1,0,1,100,0,0,0,11964,0
892,13851,2204937,2191086,0,21,4,17,80.95238095,19.04761905,2,6151,1000,8.25
893,0,118884,118884,1,6,0,6,100,0,0,0,8600,0
894,57164,123040,65876,0,16,2,14,87.5,12.5,2,6730,20884,90
895,3942,-10032,-13974,0,4,0,4,100,0,0,0,900,0
896,48495,1641580,1593085,0,20,10,10,50,50,13,11496,182600,17.5
897,5840,-1196,-7036,0,4,2,2,50,50,13,1361,295315,360
898,13236,-45384,-58620,0,3,2,1,33.33333333,66.66666667,13,4652,199145,60
899,65279,-22452768,-22518047,1,32,1,31,96.875,3.125,1,1077,300000,80
900,71591,10836868,10765277,1,28,1,27,96.42857143,3.571428571,2,3589,525516,360
901,270,377970,377700,1,6,1,5,83.33333333,16.66666667,2,40,20000,36
902,12255,-34371,-46626,1,9,0,9,100,0,0,0,122465,900
903,13603,42828,29225,1,43,9,34,79.06976744,20.93023256,13,4158,36864,90
904,33868.5,29316,-4552.5,0,7,5,2,28.57142857,71.42857143,13,17721,17721,1
905,50468,-51331,-101799,1,7,1,6,85.71428571,14.28571429,13,43078,43078,72
906,11589,-211731,-223320,1,13,3,10,76.92307692,23.07692308,13,3521,167923,360
907,15014,-1762512,-1777526,1,24,0,24,100,0,0,0,95669,60
908,7544,4648,-2896,0,14,0,14,100,0,0,0,52000,120
909,50697,-1388058,-1438755,1,14,6,8,57.14285714,42.85714286,55,16368,1000000,360
910,41957,19104,-22853,0,16,4,12,75,25,13,7522,20000,12
911,30140,-258168,-288308,0,8,1,7,87.5,12.5,2,8027,9200,60
912,119625,287350,167725,1,14,4,10,71.42857143,28.57142857,5,4475,75000,59.5
913,3456,-3573,-7029,1,9,0,9,100,0,0,0,223474,360
914,45496,12461184,12415688,0,18,1,17,94.44444444,5.555555556,13,19815,5739,12
915,7320,63198,55878,0,18,9,9,50,50,7,3574,25013,20.5
916,150593,4675349,4524756,0,19,2,17,89.47368421,10.52631579,6,2996,213082,60
917,26851,-61400,-88251,1,25,0,25,100,0,0,0,92100,59.5
918,19941,486794,466853,1,29,0,29,100,0,0,0,74584,59.5
919,13592,4150552,4136960,1,56,2,54,96.42857143,3.571428571,1,1564,400000,360
920,441298,-297304,-738602,1,28,1,27,96.42857143,3.571428571,1,247,350000,48
921,8975,12012,3037,1,14,3,11,78.57142857,21.42857143,6,1413,75500,36
922,14385,8785,-5600,1,7,0,7,100,0,0,0,202167,360
923,1116,1176624,1175508,0,3,3,0,0,100,1,1250,18257,1
924,18498,1187098,1168600,1,11,0,11,100,0,0,0,50200,1
925,95118.5,3118632,3023513.5,0,24,7,17,70.83333333,29.16666667,84,25355,36000,36
926,4893,4300,-593,0,4,0,4,100,0,0,0,6000,0
927,50968,-135936,-186904,0,6,4,2,33.33333333,66.66666667,13,25304,25304,0.5
928,3628,-32320,-35948,1,8,0,8,100,0,0,0,24500,24
929,5821,-655392,-661213,1,16,0,16,100,0,0,0,208778,36
930,806,1258,452,1,2,0,2,100,0,0,0,10000,900
931,8887,-30924,-39811,0,6,1,5,83.33333333,16.66666667,42,6996,12099,0
932,13005,15102,2097,1,9,0,9,100,0,0,0,110000,0
933,20838,-15976,-36814,0,4,0,4,100,0,0,0,304738,360
934,13673,911823,898150,1,11,1,10,90.90909091,9.090909091,1,1550,78751,1000
935,26134,-115662,-141796,1,6,1,5,83.33333333,16.66666667,1,1111,11100,48
936,2696,95850,93154,1,10,2,8,80,20,3,1316,101806,1000
937,4128,-181,-4309,0,1,1,0,0,100,73,4128,4128,0
938,18517,-3991083,-4009600,1,19,0,19,100,0,0,0,240177,90
939,30403,6975558,6945155,1,18,1,17,94.44444444,5.555555556,13,3155,2400000,138
940,24453,-929133,-953586,1,9,0,9,100,0,0,0,195300,9.5
941,24622,497016,472394,1,12,2,10,83.33333333,16.66666667,13,9926,129216,21.5
942,36437,-181976,-218413,1,92,22,70,76.08695652,23.91304348,12,2006,50000,39
943,7252,-22025,-29277,1,5,1,4,80,20,1,2268,15000,19.5
944,149893,238710,88817,0,30,0,30,100,0,0,0,514000,360
945,5896,21985,16089,0,5,2,3,60,40,2,608,7000,18
946,0,1106,1106,1,2,0,2,100,0,0,0,0,1
947,709,-2432,-3141,1,8,1,7,87.5,12.5,1,844,155461,360
948,11018,-121335,-132353,1,15,0,15,100,0,0,0,66220,360
949,49445,931776,882331,1,24,0,24,100,0,0,0,176571,60
950,33947,-19320,-53267,0,23,3,20,86.95652174,13.04347826,7,838,301777,360
951,17484,-196248,-213732,0,34,12,22,64.70588235,35.29411765,5,5177,47400,35
952,24234,-38134,-62368,1,23,2,21,91.30434783,8.695652174,13,1720,416756,96
953,20228,-7924,-28152,0,28,2,26,92.85714286,7.142857143,1,22596,63000,2
954,13568,881520,867952,0,8,4,4,50,50,8,127367,321573,360
955,20446,-7063,-27509,0,7,0,7,100,0,0,0,234893,360
956,6925,-329098,-336023,0,14,2,12,85.71428571,14.28571429,13,2388,54100,12
957,7882,-77144,-85026,1,8,0,8,100,0,0,0,103000,240
958,58555,-14335,-72890,1,5,0,5,100,0,0,0,166407,48
959,288146,-878176,-1166322,1,32,2,30,93.75,6.25,3,13810,345855,72
960,16629,-24063,-40692,0,3,1,2,66.66666667,33.33333333,1,298,10200,12
961,12852,3234030,3221178,0,23,4,19,82.60869565,17.39130435,13,8133,135080,36
962,9833,942984,933151,0,24,8,16,66.66666667,33.33333333,13,2670,16566,360
963,4040,16038,11998,1,6,0,6,100,0,0,0,68900,120
964,5246,-421162,-426408,1,14,3,11,78.57142857,21.42857143,13,16205,60000,72
965,37363,-20256,-57619,0,16,6,10,62.5,37.5,13,14279,288431,360
966,400,40440,40040,1,5,0,5,100,0,0,0,34788,12
967,13147,480766,467619,1,22,6,16,72.72727273,27.27272727,5,952,159636,48
968,16264,123730,107466,1,10,0,10,100,0,0,0,1423372,360
969,105959,-405951,-511910,0,39,6,33,84.61538462,15.38461538,84,33134,30950,90
970,36095,640,-35455,0,10,1,9,90,10,13,34500,200000,48
971,7579,-5208,-12787,0,6,0,6,100,0,0,0,3000,12
972,32965,-1174320,-1207285,0,24,8,16,66.66666667,33.33333333,13,19655,21960,312
973,0,50056,50056,1,8,1,7,87.5,12.5,1,256,50000,12
974,64444,129255,64811,0,15,6,9,60,40,27,32910,10602,36
975,61002,-889502,-950504,1,61,8,53,86.8852459,13.1147541,25,12616,50000,900
976,4232,-628630,-632862,1,37,3,34,91.89189189,8.108108108,3,820,49500,36
977,8703,71280,62577,1,22,0,22,100,0,0,0,150000,144
978,42132,23645,-18487,1,5,2,3,60,40,1,5275,60000,72
979,499837,643684,143847,0,31,8,23,74.19354839,25.80645161,4,1449,12100,20
980,101430,589488,488058,0,16,3,13,81.25,18.75,13,62596,62596,60
981,3865,-150264,-154129,0,4,0,4,100,0,0,0,1,1
982,57128,-120205,-177333,0,5,0,5,100,0,0,0,225890,360
983,9611,117130,107519,0,13,6,7,53.84615385,46.15384615,1,1887,10165,96
984,8340,51134,42794,1,2,0,2,100,0,0,0,0,16.25
985,8553,120288,111735,1,12,0,12,100,0,0,0,47900,120
986,1798,-9456,-11254,1,2,0,2,100,0,0,0,0,1
987,11105,-15733725,-15744830,1,21,0,21,100,0,0,0,398500,119
988,38742,-21168,-59910,0,18,6,12,66.66666667,33.33333333,84,95147,83777,360
989,21905,121905,100000,1,15,3,12,80,20,1,12618,70000,24
990,7013,9287667,9280654,1,9,0,9,100,0,0,0,15000,60
991,16062,346944,330882,1,12,2,10,83.33333333,16.66666667,1,4698,173177,360
992,3679,175712,172033,1,32,5,27,84.375,15.625,3,431,20000,32
993,10374,48051,37677,0,9,1,8,88.88888889,11.11111111,4,2431,50000,36
994,89845,-43488,-133333,1,3,0,3,100,0,0,0,100000,52
995,38341,-264078,-302419,0,18,2,16,88.88888889,11.11111111,2,2300,27000,26
996,28733,-922780,-951513,1,43,20,23,53.48837209,46.51162791,6,6174,72500,60
997,30370,-762090,-792460,1,30,9,21,70,30,4,4317,150000,36
998,121565,1894284,1772719,1,21,1,20,95.23809524,4.761904762,5,16658,127138,240
999,8231,-345728,-353959,1,8,1,7,87.5,12.5,13,5604,165602,360
