id,free_income,loan_ammount_monthly_payment,recomended_loan_term,loan_term_in_years,credit_limit,minimum_interest_loan_40%,maximum_interest_loan_78%
0,2924054.0,1462027.0,1100.0,91.66666666666667,1608229700.0,44628374.175000004,87112442.08333334
6,9232.0,4616.0,52.800000000000004,4.4,243724.80000000002,6763.363200000001,13201.760000000002
12,179553.0,89776.5,14.3,1.1916666666666667,1283803.95,35625.5596125,69539.380625
24,1346792.0,673396.0,990.0000000000001,82.50000000000001,666662040.0000001,18499871.610000003,36110860.50000001
27,2161672.0,1080836.0,52.800000000000004,4.4,57068140.800000004,1583640.9072000002,3091190.9600000004
31,21216.0,10608.0,52.800000000000004,4.4,560102.4,15542.841600000002,30338.880000000005
37,110645.0,55322.5,396.00000000000006,33.00000000000001,21907710.000000004,607938.9525000001,1186667.6250000002
43,183330.0,91665.0,39.6,3.3000000000000003,3629934.0,100730.6685,196621.42500000002
47,10296444.0,5148222.0,396.00000000000006,33.00000000000001,2038695912.0000002,56573811.55800001,110429361.90000002
48,107440.0,53720.0,396.00000000000006,33.00000000000001,21273120.000000004,590329.0800000002,1152294.0000000002
54,57076.0,28538.0,396.00000000000006,33.00000000000001,11301048.000000002,313604.0820000001,612140.1000000002
64,162854.0,81427.0,39.6,3.3000000000000003,3224509.2,89480.13030000002,174660.91500000004
72,177482.0,88741.0,65.45,5.454166666666667,5808098.45,161174.7319875,314605.3327083333
81,4205464.0,2102732.0,1100.0,91.66666666666667,2313005200.0,64185894.300000004,125287781.66666667
87,2183820.0,1091910.0,39.6,3.3000000000000003,43239636.0,1199899.8990000002,2342146.95
90,840824.0,420412.0,66.0,5.5,27747192.0,769984.5780000001,1502972.9000000001
94,153694.0,76847.0,132.0,11.0,10143804.0,281490.561,549456.05
103,355370154.0,177685077.0,396.00000000000006,33.00000000000001,70363290492.00002,1952581311.1530004,3811344901.6500006
108,159348.0,79674.0,1.1,0.09166666666666667,87641.40000000001,2432.0488500000006,4747.2425
109,187370.0,93685.0,1.1,0.09166666666666667,103053.50000000001,2859.7346250000005,5582.064583333335
123,2789488.0,1394744.0,33.0,2.75,46026552.0,1277236.818,2493104.9
129,1797674.0,898837.0,99.00000000000001,8.250000000000002,88984863.00000001,2469329.948250001,4820013.4125000015
139,609346.0,304673.0,39.6,3.3000000000000003,12065050.8,334805.1597,653523.5850000001
149,1381864.0,690932.0,39.6,3.3000000000000003,27360907.2,759265.1748,1482049.1400000001
160,83026.0,41513.0,78.65,6.554166666666667,3264997.45,90603.67923750001,176854.0285416667
172,5755.0,2877.5,174.9,14.575000000000001,503274.75,13965.8743125,27260.715625
173,34724.0,17362.0,132.0,11.0,2291784.0,63597.006,124138.3
178,177688.0,88844.0,66.0,5.5,5863704.0,162717.78600000002,317617.3
183,1165775.0,582887.5,66.0,5.5,38470575.0,1067558.45625,2083822.8125
188,168428.0,84214.0,1.1,0.09166666666666667,92635.40000000001,2570.6323500000003,5017.750833333334
192,265248.0,132624.0,1.1,0.09166666666666667,145886.40000000002,4048.3476000000005,7902.18
195,3130.0,1565.0,66.0,5.5,103290.0,2866.2975,5594.875
203,193268.0,96634.0,396.00000000000006,33.00000000000001,38267064.00000001,1061911.0260000003,2072799.3000000003
212,340662.0,170331.0,80.30000000000001,6.691666666666667,13677579.300000003,379552.8255750001,740868.8787500001
215,468211.0,234105.5,14.3,1.1916666666666667,3347708.6500000004,92898.9150375,181334.21854166666
236,1242883.0,621441.5,39.6,3.3000000000000003,24609083.400000002,682902.0643500001,1332992.0175
250,161964.0,80982.0,52.800000000000004,4.4,4275849.600000001,118654.82640000002,231608.52000000005
266,2653762.0,1326881.0,39.6,3.3000000000000003,52544487.6,1458109.5309000004,2846159.7450000006
296,196624.0,98312.0,79.2,6.6000000000000005,7786310.4,216070.11360000004,421758.48000000004
305,27197756.0,13598878.0,198.00000000000003,16.500000000000004,2692577844.0000005,74719035.17100002,145847966.55000004
312,2747669.0,1373834.5,132.0,11.0,181346154.0,5032355.7735,9822916.675
320,422698.0,211349.0,396.00000000000006,33.00000000000001,83694204.00000001,2322514.161000001,4533436.050000002
329,3271.0,1635.5,1.1,0.09166666666666667,1799.0500000000002,49.923637500000005,97.44854166666669
342,9357293.0,4678646.5,264.0,22.0,1235162676.0,34275764.259,66904644.95
345,929214.0,464607.0,52.800000000000004,4.4,24531249.6,680742.1764000001,1328776.0200000003
355,13433872.0,6716936.0,396.00000000000006,33.00000000000001,2659906656.0000005,73812409.70400003,144078277.20000005
365,1519332.0,759666.0,343.20000000000005,28.600000000000005,260717371.20000005,7234907.050800002,14122190.940000003
384,9792.0,4896.0,10.450000000000001,0.8708333333333335,51163.200000000004,1419.7788000000003,2771.34
419,413941.0,206970.5,20.900000000000002,1.741666666666667,4325683.45,120037.71573750002,234307.85354166673
420,59436.0,29718.0,39.6,3.3000000000000003,1176832.8,32657.110200000006,63745.11000000001
433,76578.0,38289.0,65.45,5.454166666666667,2506015.0500000003,69541.9176375,135742.481875
442,6663904.0,3331952.0,396.00000000000006,33.00000000000001,1319452992.0000002,36614820.52800001,71470370.40000002
457,13034914.0,6517457.0,990.0000000000001,82.50000000000001,6452282430.000001,179050837.43250006,349498631.6250001
458,47136.0,23568.0,66.0,5.5,1555488.0,43164.792,84255.6
461,29966.0,14983.0,26.400000000000002,2.2,395551.2,10976.545800000002,21425.690000000006
463,56129.0,28064.5,19.8,1.6500000000000001,555677.1,15420.039525000002,30099.176250000004
465,101760.0,50880.0,39.6,3.3000000000000003,2014848.0,55912.03200000001,109137.6
468,553448.0,276724.0,264.0,22.0,73055136.0,2027280.0240000002,3957153.2
469,4570254.0,2285127.0,132.0,11.0,301636764.0,8370420.201,16338658.05
483,2077902.0,1038951.0,1.1,0.09166666666666667,1142846.1,31713.979275,61904.16375000001
504,237560.0,118780.0,65.45,5.454166666666667,7774151.0,215732.69024999999,421099.8458333333
509,1818.0,909.0,39.6,3.3000000000000003,35996.4,998.9001000000002,1949.8050000000003
518,209.0,104.5,1.1,0.09166666666666667,114.95,3.1898625000000003,6.226458333333334
527,23544.0,11772.0,66.0,5.5,776952.0,21560.418,42084.9
530,1317647.0,658823.5,66.0,5.5,43482351.0,1206635.24025,2355294.0125
543,30306.0,15153.0,39.6,3.3000000000000003,600058.8,16651.6317,32503.185
554,114552.0,57276.0,396.00000000000006,33.00000000000001,22681296.000000004,629405.9640000002,1228570.2000000004
556,216503.0,108251.5,79.2,6.6000000000000005,8573518.8,237915.1467,464398.93500000006
563,146582.0,73291.0,13.200000000000001,1.1,967441.2000000001,26846.493300000002,52403.065
565,7350616.0,3675308.0,13.750000000000002,1.1458333333333335,50535485.00000001,1402359.7087500002,2737338.7708333335
568,39797.0,19898.5,1.1,0.09166666666666667,21888.350000000002,607.4017125000001,1185.6189583333335
578,433502.0,216751.0,39.6,3.3000000000000003,8583339.6,238187.67390000002,464930.895
593,60602.0,30301.0,52.800000000000004,4.4,1599892.8,44397.02520000001,86660.86000000002
595,4268710.0,2134355.0,1100.0,91.66666666666667,2347790500.0,65151186.37500001,127171985.41666667
609,27015.0,13507.5,495.00000000000006,41.25000000000001,6686212.500000001,185542.39687500003,362169.8437500001
617,1423280.0,711640.0,52.25000000000001,4.354166666666667,37183190.00000001,1031833.5225000002,2014089.4583333335
622,121812.0,60906.0,396.00000000000006,33.00000000000001,24118776.000000004,669296.0340000002,1306433.7000000004
625,673.0,336.5,39.6,3.3000000000000003,13325.4,369.77985,721.7925
627,472078.0,236039.0,171.60000000000002,14.300000000000002,40504292.400000006,1123994.1141000004,2193982.5050000004
629,10506943.0,5253471.5,79.2,6.6000000000000005,416074942.8,11546079.662700003,22537392.735000003
630,1572558.0,786279.0,396.00000000000006,33.00000000000001,311366484.00000006,8640419.931000002,16865684.550000004
635,638652.0,319326.0,1.1,0.09166666666666667,351258.60000000003,9747.426150000001,19026.507500000003
639,7855.0,3927.5,13.200000000000001,1.1,51843.00000000001,1438.64325,2808.1625
646,2140948.0,1070474.0,396.00000000000006,33.00000000000001,423907704.00000006,11763438.786000004,22961667.300000004
648,100220.0,50110.0,7.700000000000001,0.6416666666666667,385847.00000000006,10707.254250000002,20900.045833333334
654,382134.0,191067.0,396.00000000000006,33.00000000000001,75662532.00000001,2099635.2630000003,4098387.150000001
660,14181516.0,7090758.0,264.0,22.0,1871960112.0,51946893.108,101397839.4
672,10502137.0,5251068.5,105.60000000000001,8.8,554512833.6,15387731.132400002,30036111.820000004
675,71014.0,35507.0,396.00000000000006,33.00000000000001,14060772.000000002,390186.4230000001,761625.1500000001
680,5253.0,2626.5,1.1,0.09166666666666667,2889.15,80.17391250000001,156.49562500000002
683,343906.0,171953.0,26.400000000000002,2.2,4539559.2,125972.76780000002,245892.79000000004
684,594024.0,297012.0,264.0,22.0,78411168.0,2175909.912,4247271.600000001
685,257826.0,128913.0,52.800000000000004,4.4,6806606.4,188883.32760000005,368691.18000000005
689,15050.0,7525.0,19.8,1.6500000000000001,148995.0,4134.611250000001,8070.562500000002
693,28509.0,14254.5,26.400000000000002,2.2,376318.80000000005,10442.846700000002,20383.935
694,406814.0,203407.0,26.400000000000002,2.2,5369944.800000001,149015.9682,290872.01
701,443661.0,221830.5,52.800000000000004,4.4,11712650.4,325026.04860000004,634435.2300000001
707,182136.0,91068.0,396.00000000000006,33.00000000000001,36062928.00000001,1000746.2520000002,1953408.6000000003
711,3001688.0,1500844.0,66.0,5.5,99055704.0,2748795.7860000003,5365517.3
713,98602.0,49301.0,396.00000000000006,33.00000000000001,19523196.000000004,541768.6890000001,1057506.4500000004
719,56568968.0,28284484.0,264.0,22.0,7467103776.0,207212129.784,404468121.2
721,4211033.0,2105516.5,66.0,5.5,138964089.0,3856253.46975,7527221.4875
730,58946.0,29473.0,1.1,0.09166666666666667,32420.300000000003,899.6633250000002,1756.0995833333336
744,9919.0,4959.5,1.1,0.09166666666666667,5455.450000000001,151.38873750000002,295.5035416666667
748,45948.0,22974.0,990.0000000000001,82.50000000000001,22744260.000000004,631153.2150000001,1231980.7500000002
753,301049.0,150524.5,52.800000000000004,4.4,7947693.600000001,220548.49740000002,430500.07000000007
769,531593.0,265796.5,79.2,6.6000000000000005,21051082.8,584167.5477000001,1140266.985
771,186081.0,93040.5,14.3,1.1916666666666667,1330479.1500000001,36920.7964125,72067.620625
772,25778.0,12889.0,396.00000000000006,33.00000000000001,5104044.000000001,141637.22100000005,276469.0500000001
781,63060.0,31530.0,396.00000000000006,33.00000000000001,12485880.000000002,346483.1700000001,676318.5000000001
796,14130.0,7065.0,396.00000000000006,33.00000000000001,2797740.0000000005,77637.28500000002,151544.25000000003
797,2860872.0,1430436.0,66.0,5.5,94408776.0,2619843.534,5113808.7
807,28025.0,14012.5,13.200000000000001,1.1,184965.00000000003,5132.778750000001,10018.937500000002
820,123334.0,61667.0,66.0,5.5,4070022.0,112943.11050000001,220459.525
821,2340958.0,1170479.0,66.0,5.5,77251614.0,2143732.2885000003,4184462.4250000003
822,13485.0,6742.5,4.4,0.3666666666666667,29667.000000000004,823.2592500000001,1606.9625
824,803118.0,401559.0,264.0,22.0,106011576.0,2941821.234,5742293.7
827,184967.0,92483.5,330.0,27.5,30519555.0,846917.65125,1653142.5625
830,5325258.0,2662629.0,1100.0,91.66666666666667,2928891900.0,81276750.22500001,158648311.25
838,86493.0,43246.5,1100.0,91.66666666666667,47571150.0,1320099.4125,2576770.625
840,1904359.0,952179.5,2.2,0.18333333333333335,2094794.9000000001,58130.558475000005,113468.05708333333
853,2207026.0,1103513.0,104.50000000000001,8.708333333333334,115317108.50000001,3200049.7608750006,6246343.377083334
858,14112.0,7056.0,264.0,22.0,1862784.0,51692.256,100900.8
868,1958188.0,979094.0,396.00000000000006,33.00000000000001,387721224.00000006,10759263.966000004,21001566.300000004
874,47838827.0,23919413.5,132.0,11.0,3157362582.0,87616811.6505,171023806.525
878,359972.0,179986.0,330.0,27.5,59395380.0,1648221.7950000002,3217249.75
881,10388.0,5194.0,39.6,3.3000000000000003,205682.4,5707.686600000001,11141.130000000001
889,71139.0,35569.5,39.6,3.3000000000000003,1408552.2,39087.32355,76296.5775
900,10693686.0,5346843.0,396.00000000000006,33.00000000000001,2117349828.0000002,58756457.72700001,114689782.35000002
901,377430.0,188715.0,39.6,3.3000000000000003,7473114.0,207378.91350000002,404793.675
903,15622.0,7811.0,99.00000000000001,8.250000000000002,773289.0000000001,21458.769750000007,41886.48750000001
918,446912.0,223456.0,65.45,5.454166666666667,14625195.200000001,405849.1668,792198.0733333334
919,4123368.0,2061684.0,396.00000000000006,33.00000000000001,816426864.0000001,22655845.476000007,44223121.80000001
924,1150102.0,575051.0,1.1,0.09166666666666667,632556.1000000001,17553.431775,34263.45541666667
934,884477.0,442238.5,1100.0,91.66666666666667,486462350.0,13499330.212500002,26350043.958333336
936,90458.0,45229.0,1100.0,91.66666666666667,49751900.0,1380615.225,2694894.5833333335
939,6914752.0,3457376.0,151.8,12.65,524829676.8,14564023.531200001,28428274.16
941,447772.0,223886.0,23.650000000000002,1.9708333333333334,5294903.9,146933.583225,286807.29458333337
946,1106.0,553.0,1.1,0.09166666666666667,608.3000000000001,16.880325000000003,32.94958333333334
949,832886.0,416443.0,66.0,5.5,27485238.0,762715.3545,1488783.725
963,7958.0,3979.0,132.0,11.0,525228.0,14575.077000000001,28449.850000000002
966,39640.0,19820.0,13.200000000000001,1.1,261624.00000000003,7260.066000000001,14171.300000000001
967,454472.0,227236.0,52.800000000000004,4.4,11998060.8,332946.18720000004,649894.9600000001
968,91202.0,45601.0,396.00000000000006,33.00000000000001,18057996.000000004,501109.3890000001,978141.4500000002
973,50056.0,25028.0,13.200000000000001,1.1,330369.60000000003,9167.756400000002,17895.020000000004
977,53874.0,26937.0,158.4,13.200000000000001,4266820.8,118404.27720000001,231119.46000000002
984,34454.0,17227.0,17.875,1.4895833333333333,307932.625,8545.13034375,16679.683854166666
985,103182.0,51591.0,132.0,11.0,6810012.0,188977.833,368875.65
989,78095.0,39047.5,26.400000000000002,2.2,1030854.0000000001,28606.198500000002,55837.925
990,9273641.0,4636820.5,66.0,5.5,306030153.0,8492336.74575,16576633.287500001
991,314820.0,157410.0,396.00000000000006,33.00000000000001,62334360.00000001,1729778.4900000005,3376444.500000001
992,168354.0,84177.0,35.2,2.9333333333333336,2963030.4000000004,82224.09360000001,160497.48
998,1651154.0,825577.0,264.0,22.0,217952328.0,6048177.102,11805751.1
